model_id,scenario,game,n_runs,coop_rate_overall_mean,coop_rate_overall_ci_lo,coop_rate_overall_ci_hi,coop_rate_hub_mean,coop_rate_hub_ci_lo,coop_rate_hub_ci_hi,coop_rate_leaf_mean,coop_rate_leaf_ci_lo,coop_rate_leaf_ci_hi,hub_minus_leaf_coop_mean,hub_minus_leaf_coop_ci_lo,hub_minus_leaf_coop_ci_hi,hub_total_payoff_mean,hub_total_payoff_ci_lo,hub_total_payoff_ci_hi,leaf_avg_payoff_mean,leaf_avg_payoff_ci_lo,leaf_avg_payoff_ci_hi,hub_leadership_rate_mean,hub_leadership_rate_ci_lo,hub_leadership_rate_ci_hi,hub_exploitation_rate_mean,hub_exploitation_rate_ci_lo,hub_exploitation_rate_ci_hi,invalid_rate_mean,invalid_rate_ci_lo,invalid_rate_ci_hi,full_coop_rate_mean,full_coop_rate_ci_lo,full_coop_rate_ci_hi
gemma-2-9b-it,framing_business,pd,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
gemma-2-9b-it,framing_business,sh,5,0.953125,0.878125,1.0,1.0,1.0,1.0,0.9375,0.8375,1.0,0.0625,0.0,0.1625,273.0,249.0,288.0,5.875,5.675,6.0,0.9466666666666667,0.8488888888888889,1.0,,,,0.0,0.0,0.0,0.8625,0.6375,1.0
gemma-2-9b-it,framing_competitive,pd,5,0.01875,0.009375,0.028125,0.0125,0.0,0.0375,0.020833333333333332,0.008333333333333333,0.03333333333333333,-0.008333333333333331,-0.029166666666666667,0.020833333333333336,99.4,97.0,101.8,2.0291666666666663,1.9708333333333332,2.133333333333333,0.9866666666666667,0.96,1.0,0.2625,0.2,0.325,0.0,0.0,0.0,0.0,0.0,0.0
gemma-2-9b-it,framing_competitive,sh,5,0.6076884920634921,0.5153769841269842,0.70625,0.6125,0.4625,0.8125,0.6061170212765957,0.5122340425531914,0.7125,0.006382978723404253,-0.17916666666666667,0.1855496453900709,180.6,157.8,203.4,3.7875,3.125,4.666666666666667,0.5223232323232323,0.39787878787878783,0.6578358585858586,,,,0.003125,0.0,0.009375,0.175,0.075,0.275
gemma-2-9b-it,framing_team,pd,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192.0,192.0,192.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
gemma-2-9b-it,framing_team,sh,5,0.809375,0.428125,1.0,0.8125,0.4375,1.0,0.8083333333333332,0.425,1.0,0.0041666666666666675,0.0,0.0125,249.8,173.4,288.0,5.216666666666667,3.65,6.0,0.9866666666666667,0.96,1.0,,,,0.0,0.0,0.0,0.8,0.4,1.0
gemma-2-9b-it,no_comm,pd,5,0.065625,0.03125,0.096875,0.0625,0.025,0.1,0.06666666666666667,0.03333333333333333,0.09999999999999999,-0.004166666666666663,-0.02083333333333333,0.020833333333333336,104.6,99.0,109.4,2.158333333333333,2.0541666666666667,2.245833333333333,0.9600000000000002,0.9377777777777778,0.9822222222222223,,,,0.0,0.0,0.0,0.0,0.0,0.0
gemma-2-9b-it,no_comm,sh,5,0.9875,0.96875,1.0,0.975,0.95,1.0,0.9916666666666668,0.975,1.0,-0.016666666666666673,-0.04166666666666667,0.0,284.2,279.0,288.0,5.870833333333334,5.737500000000001,6.0,0.9733333333333334,0.9466666666666667,1.0,,,,0.0,0.0,0.0,0.9625,0.9125,1.0
gemma-2-9b-it,no_sense,pd,5,0.090625,0.0625,0.134375,0.1375,0.04968750000000002,0.2625,0.075,0.05833333333333333,0.09166666666666667,0.0625,-0.033333333333333326,0.17083333333333334,101.6,95.8,107.2,2.4291666666666663,2.0910416666666665,2.8791666666666664,0.888888888888889,0.7866666666666667,0.9555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemma-2-9b-it,no_sense,sh,5,0.721875,0.471875,0.9,0.8625,0.6125,1.0,0.675,0.4208333333333334,0.8791666666666668,0.18749999999999997,0.054166666666666655,0.2875,211.2,156.2,255.4,4.9625,3.866666666666667,5.575104166666668,0.7377777777777779,0.6622222222222222,0.8400000000000001,,,,0.0,0.0,0.0,0.3,0.075,0.6375
gemma-2-9b-it,silence,pd,5,0.3036210317460317,0.10049603174603175,0.653125,0.3,0.0875,0.65,0.3047872340425532,0.10478723404255319,0.6541666666666667,-0.00478723404255319,-0.025,0.01906028368794319,126.6,108.19500000000001,159.20999999999998,2.6166666666666663,2.1625,3.3166666666666664,0.9506060606060606,0.9145454545454547,0.9822222222222223,,,,0.003125,0.0,0.009375,0.25,0.0625,0.625
gemma-2-9b-it,silence,sh,5,0.99375,0.9875,1.0,1.0,1.0,1.0,0.9916666666666666,0.9833333333333332,1.0,0.008333333333333349,0.0,0.016666666666666698,286.0,284.0,288.0,5.9833333333333325,5.966666666666666,6.0,0.9911111111111112,0.9822222222222221,1.0,,,,0.0,0.0,0.0,0.975,0.95,1.0
