path,model_id,model_id_raw,game,condition,scenario,framing_type,n_rounds,n_runs_config,run_id,coop_rate_overall,coop_rate_hub,coop_rate_leaf,hub_minus_leaf_coop,hub_total_payoff,leaf_avg_payoff,hub_leadership_rate,hub_exploitation_rate,invalid_rate,full_coop_rate
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_pd_nocomm_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,no_comm,no_comm,neutral,16,5,3,0.078125,0.0625,0.08333333333333333,-0.02083333333333333,108,2.1458333333333335,0.9333333333333333,,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_pd_nocomm_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,no_comm,no_comm,neutral,16,5,4,0.0625,0.0625,0.0625,0.0,105,2.1875,0.9111111111111111,,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_pd_nocomm_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,no_comm,no_comm,neutral,16,5,5,0.140625,0.125,0.14583333333333334,-0.020833333333333343,116,2.3125,0.8444444444444444,,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_sh_nocomm_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,no_comm,no_comm,neutral,16,5,1,0.90625,0.9375,0.8958333333333334,0.04166666666666663,260,5.541666666666667,0.9111111111111111,,0.0,0.75
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_sh_nocomm_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,no_comm,no_comm,neutral,16,5,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_sh_nocomm_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,no_comm,no_comm,neutral,16,5,3,0.96875,1.0,0.9583333333333334,0.04166666666666663,278,5.916666666666667,0.9777777777777777,,0.0,0.875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_sh_nocomm_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,no_comm,no_comm,neutral,16,5,4,0.84375,0.8125,0.8541666666666666,-0.04166666666666663,241,4.895833333333333,0.8222222222222222,,0.0,0.625
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run1_qwen2.5_7b\no_comm_baseline_1\20260511_124412_sh_nocomm_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,no_comm,no_comm,neutral,16,5,5,0.9375,0.9375,0.9375,0.0,267,5.5625,0.9111111111111111,,0.0,0.75
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_baseline_qwen3_4b\20260515_001037_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,baseline_cheap_talk,neutral,16,3,1,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_baseline_qwen3_4b\20260515_001037_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,baseline_cheap_talk,neutral,16,3,2,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_baseline_qwen3_4b\20260515_001037_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,baseline_cheap_talk,neutral,16,3,3,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_baseline_qwen3_4b\20260515_001037_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,baseline_cheap_talk,neutral,16,3,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_baseline_qwen3_4b\20260515_001037_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,baseline_cheap_talk,neutral,16,3,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_baseline_qwen3_4b\20260515_001037_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,baseline_cheap_talk,neutral,16,3,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_cf_qwen3_4b\20260515_001037_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,counterfactual,neutral,16,3,1,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_cf_qwen3_4b\20260515_001037_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,counterfactual,neutral,16,3,2,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_cf_qwen3_4b\20260515_001037_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,counterfactual,neutral,16,3,3,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_cf_qwen3_4b\20260515_001037_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,counterfactual,neutral,16,3,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_cf_qwen3_4b\20260515_001037_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,counterfactual,neutral,16,3,2,0.984375,0.9375,1.0,-0.0625,282,5.6875,0.9333333333333333,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_cf_qwen3_4b\20260515_001037_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,counterfactual,neutral,16,3,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_no_sense_qwen3_4b\20260515_001037_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,no_sense,neutral,16,3,1,0.96875,1.0,0.9583333333333334,0.04166666666666663,186,4.083333333333333,1.0,0.0,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_no_sense_qwen3_4b\20260515_001037_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,no_sense,neutral,16,3,2,0.96875,1.0,0.9583333333333334,0.04166666666666663,186,4.083333333333333,0.9777777777777777,0.0,0.0,0.875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_no_sense_qwen3_4b\20260515_001037_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,no_sense,neutral,16,3,3,0.984375,1.0,0.9791666666666666,0.02083333333333337,189,4.041666666666667,1.0,0.0,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_no_sense_qwen3_4b\20260515_001037_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,no_sense,neutral,16,3,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_no_sense_qwen3_4b\20260515_001037_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,no_sense,neutral,16,3,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_no_sense_qwen3_4b\20260515_001037_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,no_sense,neutral,16,3,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_silence_qwen3_4b\20260515_001037_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,silence,neutral,16,3,1,1.0,1.0,1.0,0.0,192,4.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_silence_qwen3_4b\20260515_001037_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,silence,neutral,16,3,2,1.0,1.0,1.0,0.0,192,4.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_silence_qwen3_4b\20260515_001037_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,silence,neutral,16,3,3,0.5,0.5625,0.4791666666666667,0.08333333333333331,145,3.4375,0.7111111111111111,,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_silence_qwen3_4b\20260515_001037_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,silence,neutral,16,3,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_silence_qwen3_4b\20260515_001037_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,silence,neutral,16,3,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\cheap_talk_silence_qwen3_4b\20260515_001037_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,silence,neutral,16,3,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_business,business,16,5,1,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_business,business,16,5,2,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_business,business,16,5,3,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_business,business,16,5,4,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_business,business,16,5,5,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_business,business,16,5,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_business,business,16,5,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_business,business,16,5,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_sh_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_business,business,16,5,4,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_business\cheap_talk\20260622_120329_sh_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_business,business,16,5,5,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_competitive,competitive,16,5,1,0.03125,0.0,0.041666666666666664,-0.041666666666666664,104,1.9583333333333333,1.0,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_competitive,competitive,16,5,2,0.0,0.0,0.0,0.0,96,2.0,1.0,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_competitive,competitive,16,5,3,0.0,0.0,0.0,0.0,96,2.0,1.0,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_competitive,competitive,16,5,4,0.0,0.0,0.0,0.0,96,2.0,1.0,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_competitive,competitive,16,5,5,0.0,0.0,0.0,0.0,96,2.0,1.0,0.0,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_competitive,competitive,16,5,1,0.9375,0.875,0.9583333333333334,-0.08333333333333337,269,5.354166666666667,0.9111111111111111,,0.0,0.8125
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_competitive,competitive,16,5,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_competitive,competitive,16,5,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_sh_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_competitive,competitive,16,5,4,0.984375,1.0,0.9791666666666666,0.02083333333333337,283,5.958333333333333,1.0,,0.0,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_competitive\cheap_talk\20260622_120329_sh_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_competitive,competitive,16,5,5,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_team,team,16,5,1,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_team,team,16,5,2,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_team,team,16,5,3,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_team,team,16,5,4,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_pd_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,pd,cheap_talk,framing_team,team,16,5,5,1.0,1.0,1.0,0.0,192,4.0,1.0,0.0,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_team,team,16,5,1,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_team,team,16,5,2,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_team,team,16,5,3,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run04.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_team,team,16,5,4,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\framing_team\cheap_talk\20260622_120329_sh_cheaptalk_run05.json,Qwen3-4B,Qwen/Qwen3-4B,sh,cheap_talk,framing_team,team,16,5,5,1.0,1.0,1.0,0.0,288,6.0,1.0,,0.0,1.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\no_comm_baseline_qwen3_4b\20260515_001037_pd_nocomm_run01.json,Qwen3-4B,Qwen/Qwen3-4B,pd,no_comm,no_comm,neutral,16,3,1,0.03125,0.0,0.041666666666666664,-0.041666666666666664,104,1.9583333333333333,0.9555555555555556,,0.0,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\no_comm_baseline_qwen3_4b\20260515_001037_pd_nocomm_run02.json,Qwen3-4B,Qwen/Qwen3-4B,pd,no_comm,no_comm,neutral,16,3,2,0.06896551724137931,0.21428571428571427,0.022727272727272728,0.19155844155844154,72,2.2291666666666665,0.7142857142857143,,0.09375,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\no_comm_baseline_qwen3_4b\20260515_001037_pd_nocomm_run03.json,Qwen3-4B,Qwen/Qwen3-4B,pd,no_comm,no_comm,neutral,16,3,3,0.07547169811320754,0.0,0.09523809523809523,-0.09523809523809523,74,1.2291666666666667,0.9629629629629629,,0.171875,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\no_comm_baseline_qwen3_4b\20260515_001037_sh_nocomm_run01.json,Qwen3-4B,Qwen/Qwen3-4B,sh,no_comm,no_comm,neutral,16,3,1,0.8372093023255814,0.8888888888888888,0.8235294117647058,0.065359477124183,100,2.2708333333333335,0.9411764705882353,,0.328125,0.125
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\no_comm_baseline_qwen3_4b\20260515_001037_sh_nocomm_run02.json,Qwen3-4B,Qwen/Qwen3-4B,sh,no_comm,no_comm,neutral,16,3,2,0.6122448979591837,1.0,0.5128205128205128,0.4871794871794872,82,2.7083333333333335,0.4230769230769231,,0.234375,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run2_qwen3_4b\no_comm_baseline_qwen3_4b\20260515_001037_sh_nocomm_run03.json,Qwen3-4B,Qwen/Qwen3-4B,sh,no_comm,no_comm,neutral,16,3,3,1.0,1.0,1.0,0.0,282,5.875,1.0,,0.015625,0.9375
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_pd_cheaptalk_run01.json,gemma-2-2b-it,google/gemma-2-2b-it,pd,cheap_talk,baseline_cheap_talk,neutral,16,5,1,1.0,1.0,1.0,0.0,176,3.6666666666666665,1.0,0.0,0.0625,0.875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_pd_cheaptalk_run02.json,gemma-2-2b-it,google/gemma-2-2b-it,pd,cheap_talk,baseline_cheap_talk,neutral,16,5,2,0.8983050847457628,0.875,0.9069767441860465,-0.03197674418604646,172,3.375,0.85,0.0,0.078125,0.5
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_pd_cheaptalk_run03.json,gemma-2-2b-it,google/gemma-2-2b-it,pd,cheap_talk,baseline_cheap_talk,neutral,16,5,3,1.0,1.0,1.0,0.0,176,3.6666666666666665,1.0,0.0,0.03125,0.875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_pd_cheaptalk_run04.json,gemma-2-2b-it,google/gemma-2-2b-it,pd,cheap_talk,baseline_cheap_talk,neutral,16,5,4,1.0,1.0,1.0,0.0,176,3.6666666666666665,1.0,0.0,0.03125,0.875
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_pd_cheaptalk_run05.json,gemma-2-2b-it,google/gemma-2-2b-it,pd,cheap_talk,baseline_cheap_talk,neutral,16,5,5,1.0,1.0,1.0,0.0,172,3.5833333333333335,1.0,0.0,0.046875,0.8125
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_sh_cheaptalk_run01.json,gemma-2-2b-it,google/gemma-2-2b-it,sh,cheap_talk,baseline_cheap_talk,neutral,16,5,1,0.3018867924528302,0.0,0.41025641025641024,-0.41025641025641024,94,1.1458333333333333,0.6129032258064516,,0.171875,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_sh_cheaptalk_run02.json,gemma-2-2b-it,google/gemma-2-2b-it,sh,cheap_talk,baseline_cheap_talk,neutral,16,5,2,0.2033898305084746,0.0,0.2727272727272727,-0.2727272727272727,104,1.5416666666666667,0.7368421052631579,,0.078125,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_sh_cheaptalk_run03.json,gemma-2-2b-it,google/gemma-2-2b-it,sh,cheap_talk,baseline_cheap_talk,neutral,16,5,3,0.14285714285714285,0.375,0.06382978723404255,0.31117021276595747,86,2.6666666666666665,0.5777777777777777,,0.015625,0.0
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_sh_cheaptalk_run04.json,gemma-2-2b-it,google/gemma-2-2b-it,sh,cheap_talk,baseline_cheap_talk,neutral,16,5,4,0.1206896551724138,0.06666666666666667,0.13953488372093023,-0.07286821705426356,102,1.9375,0.918918918918919,,0.09375,0.0625
C:\Users\tsimp\OneDrive\Υπολογιστής\diplomatikh\run_3_gemma_2_2b_it\gemma-2-2b-it\baseline\cheap_talk\20260516_174820_sh_cheaptalk_run05.json,gemma-2-2b-it,google/gemma-2-2b-it,sh,cheap_talk,baseline_cheap_talk,neutral,16,5,5,0.36065573770491804,0.0625,0.4666666666666667,-0.4041666666666667,132,1.625,0.5476190476190477,,0.046875,0.0
