path,model_id,model_id_raw,game,topology,condition,scenario,cell,framing_type,n_rounds,n_runs_config,run_id,coop_rate_overall,coop_rate_hub,coop_rate_leaf,hub_minus_leaf_coop,hub_total_payoff,leaf_avg_payoff,hub_leadership_rate,hub_exploitation_rate,invalid_rate,full_coop_rate
Qwen2.5-7B-Instruct_star\counterfactual\cheap_talk\20260511_124412_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,counterfactual,counterfactual,neutral,16,5,4,0.71875,0.875,0.6666666666666666,0.20833333333333337,152.0,4.208333333333333,0.6444444444444445,0.125,0.0,0.25
Qwen2.5-7B-Instruct_star\counterfactual\cheap_talk\20260511_124412_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,counterfactual,counterfactual,neutral,16,5,5,0.828125,1.0,0.7708333333333334,0.22916666666666663,159.0,4.458333333333333,0.8,0.0,0.0,0.5625
Qwen2.5-7B-Instruct_star\counterfactual\cheap_talk\20260511_124412_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,counterfactual,counterfactual,neutral,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\counterfactual\cheap_talk\20260511_124412_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,counterfactual,counterfactual,neutral,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\counterfactual\cheap_talk\20260511_124412_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,counterfactual,counterfactual,neutral,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\counterfactual\cheap_talk\20260511_124412_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,counterfactual,counterfactual,neutral,16,5,4,0.984375,1.0,0.9791666666666666,0.02083333333333337,283.0,5.958333333333333,0.9777777777777777,,0.0,0.9375
Qwen2.5-7B-Instruct_star\counterfactual\cheap_talk\20260511_124412_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,counterfactual,counterfactual,neutral,16,5,5,0.984375,1.0,0.9791666666666666,0.02083333333333337,283.0,5.958333333333333,0.9777777777777777,,0.0,0.9375
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business,framing_business,business,16,5,1,0.984375,1.0,0.9791666666666666,0.02083333333333337,189.0,4.041666666666667,0.9777777777777777,0.0,0.0,0.9375
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business,framing_business,business,16,5,2,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business,framing_business,business,16,5,3,0.96875,0.875,1.0,-0.125,204.0,3.625,0.9333333333333333,0.0,0.0,0.875
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business,framing_business,business,16,5,4,0.953125,1.0,0.9375,0.0625,183.0,4.125,0.9333333333333333,0.0,0.0,0.8125
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business,framing_business,business,16,5,5,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business,framing_business,business,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business,framing_business,business,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business,framing_business,business,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business,framing_business,business,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business\cheap_talk\20260612_095139_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business,framing_business,business,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,1,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,2,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,3,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,4,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,5,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\cheap_talk\20260803_220741_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_business_context,framing_business_context[cheap_talk],neutral,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_pd_nocomm_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,1,0.203125,0.1875,0.20833333333333334,-0.020833333333333343,125.0,2.5,0.7333333333333333,,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_pd_nocomm_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,2,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_pd_nocomm_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,3,0.046875,0.0,0.0625,-0.0625,108.0,1.9375,0.9777777777777777,,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_pd_nocomm_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,4,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_pd_nocomm_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,5,1.0,1.0,1.0,0.0,192.0,4.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_sh_nocomm_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,1,0.9375,0.9375,0.9375,0.0,267.0,5.5625,0.9555555555555556,,0.0,0.8125
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_sh_nocomm_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_sh_nocomm_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_sh_nocomm_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_business_context\no_comm\20260803_220741_sh_nocomm_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_business_context,framing_business_context[no_comm],neutral,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,1,0.75,0.8125,0.7291666666666666,0.08333333333333337,169.0,3.9375,0.6666666666666666,0.0,0.0,0.1875
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,2,0.0625,0.0,0.08333333333333333,-0.08333333333333333,112.0,1.9166666666666667,0.9777777777777777,0.25,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,3,0.03125,0.0,0.041666666666666664,-0.041666666666666664,104.0,1.9583333333333333,0.9777777777777777,0.0,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,4,0.75,0.75,0.75,0.0,173.0,3.6041666666666665,0.8222222222222222,0.0,0.0,0.4375
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,5,0.046875,0.0625,0.041666666666666664,0.020833333333333336,101.0,2.2083333333333335,0.8888888888888888,0.0625,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,1,0.96875,1.0,0.9583333333333334,0.04166666666666663,278.0,5.916666666666667,0.9777777777777777,,0.0,0.875
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,2,0.984375,1.0,0.9791666666666666,0.02083333333333337,283.0,5.958333333333333,1.0,,0.0,0.9375
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive\cheap_talk\20260612_095139_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive,framing_competitive,competitive,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,1,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,2,0.65625,0.75,0.625,0.125,155.0,3.8541666666666665,0.6888888888888889,0.25,0.0,0.375
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,3,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,4,0.78125,0.75,0.7916666666666666,-0.04166666666666663,181.0,3.5625,0.7555555555555555,0.1875,0.0,0.5
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,5,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\cheap_talk\20260803_220741_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_competitive_context,framing_competitive_context[cheap_talk],neutral,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_pd_nocomm_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,1,0.125,0.125,0.125,0.0,114.0,2.375,0.8666666666666667,,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_pd_nocomm_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,2,0.125,0.0625,0.14583333333333334,-0.08333333333333334,121.0,2.1041666666666665,0.8222222222222222,,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_pd_nocomm_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,3,0.09375,0.0625,0.10416666666666667,-0.04166666666666667,113.0,2.1458333333333335,0.9111111111111111,,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_pd_nocomm_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,4,0.15625,0.125,0.16666666666666666,-0.04166666666666666,121.0,2.3125,0.7555555555555555,,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_pd_nocomm_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,5,0.078125,0.1875,0.041666666666666664,0.14583333333333334,95.0,2.7083333333333335,0.7777777777777778,,0.0,0.0
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_sh_nocomm_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,1,0.875,0.9375,0.8541666666666666,0.08333333333333337,247.0,5.395833333333333,0.8222222222222222,,0.0,0.5
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_sh_nocomm_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,2,0.84375,0.75,0.875,-0.125,243.0,4.6875,0.7333333333333333,,0.0,0.5625
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_sh_nocomm_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,3,0.703125,0.75,0.6875,0.0625,198.0,4.3125,0.6666666666666666,,0.0,0.25
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_sh_nocomm_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,4,0.90625,0.875,0.9166666666666666,-0.04166666666666663,259.0,5.270833333333333,0.8222222222222222,,0.0,0.6875
Qwen2.5-7B-Instruct_star\framing_competitive_context\no_comm\20260803_220741_sh_nocomm_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,no_comm,framing_competitive_context,framing_competitive_context[no_comm],neutral,16,5,5,0.890625,0.875,0.8958333333333334,-0.02083333333333337,254.0,5.229166666666667,0.8,,0.0,0.6875
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_team,framing_team,team,16,5,1,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_team,framing_team,team,16,5,2,0.984375,1.0,0.9791666666666666,0.02083333333333337,189.0,4.041666666666667,0.9777777777777777,0.0,0.0,0.9375
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_team,framing_team,team,16,5,3,0.953125,1.0,0.9375,0.0625,183.0,4.125,0.9333333333333333,0.0,0.0,0.8125
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_team,framing_team,team,16,5,4,0.953125,1.0,0.9375,0.0625,183.0,4.125,0.9333333333333333,0.0,0.0,0.8125
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_pd_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_team,framing_team,team,16,5,5,0.984375,1.0,0.9791666666666666,0.02083333333333337,189.0,4.041666666666667,0.9777777777777777,0.0,0.0,0.9375
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_team,framing_team,team,16,5,1,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_team,framing_team,team,16,5,2,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_team,framing_team,team,16,5,3,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run04.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_team,framing_team,team,16,5,4,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_team\cheap_talk\20260612_095139_sh_cheaptalk_run05.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,sh,star,cheap_talk,framing_team,framing_team,team,16,5,5,1.0,1.0,1.0,0.0,288.0,6.0,1.0,,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_team_context\cheap_talk\20260803_220741_pd_cheaptalk_run01.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,1,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_team_context\cheap_talk\20260803_220741_pd_cheaptalk_run02.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,2,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
Qwen2.5-7B-Instruct_star\framing_team_context\cheap_talk\20260803_220741_pd_cheaptalk_run03.json,Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,pd,star,cheap_talk,framing_team_context,framing_team_context[cheap_talk],neutral,16,5,3,1.0,1.0,1.0,0.0,192.0,4.0,1.0,0.0,0.0,1.0
